"id","PID","forceactiontaken","insertDatetime"
"125000c","1","","2024-11-13"
"125001c","1","","2024-11-13"
"125002c","1","","2024-11-13"
"125003c","1","","2024-11-13"
"125004c","1","","2024-11-13"
"125005c","1","","2024-11-13"
"125006c","1","","2024-11-13"
"125007c","1","","2024-11-13"
"125008c","2","","2024-11-13"
"125008c","1","","2024-11-13"
"125009c","1","","2024-11-13"
"125010c","1","","2024-11-13"
"125011c","1","","2024-11-13"
"125012c","1","","2024-11-13"
"125013c","1","","2024-11-13"
"125014c","2","","2024-11-13"
"125014c","1","","2024-11-13"
"125015c","1","","2024-11-13"
"125016c","1","","2024-11-13"
"125017c","1","","2024-11-13"
"125018c","1","","2024-11-13"
"125019c","1","","2024-11-13"
"125020c","1","","2024-11-13"
"125021c","1","","2024-11-13"
"125022c","1","","2024-11-13"
"125023c","2","Handcuffed or flex cuffed","2024-11-13"
"125023c","1","Handcuffed or flex cuffed","2024-11-13"
"125024c","1","","2024-11-13"
"125025c","2","Handcuffed or flex cuffed","2024-11-13"
"125025c","1","Handcuffed or flex cuffed","2024-11-13"
"125026c","1","","2024-11-13"
"125026c","2","Handcuffed or flex cuffed","2024-11-13"
"125027c","1","","2024-11-13"
"125028c","1","","2024-11-13"
"125029c","1","Firearm pointed at person","2024-11-13"
"125029c","2","Firearm unholstered","2024-11-13"
"125029c","1","Firearm unholstered","2024-11-13"
"125029c","4","Firearm pointed at person","2024-11-13"
"125029c","4","Firearm unholstered","2024-11-13"
"125029c","2","Handcuffed or flex cuffed","2024-11-13"
"125029c","2","Firearm pointed at person","2024-11-13"
"125029c","3","Firearm unholstered","2024-11-13"
"125029c","4","Handcuffed or flex cuffed","2024-11-13"
"125029c","1","Handcuffed or flex cuffed","2024-11-13"
"125029c","3","Handcuffed or flex cuffed","2024-11-13"
"125029c","3","Firearm pointed at person","2024-11-13"
"125030c","1","","2024-11-13"
"125031c","1","","2024-11-13"
"125032c","1","","2024-11-13"
"125033c","1","","2024-11-13"
"125034c","1","","2024-11-13"
"125035c","1","","2024-11-13"
"125036c","1","","2024-11-13"
"125037c","1","","2024-11-13"
"125038c","1","","2024-11-13"
"125039c","1","","2024-11-13"
"125040c","1","Physical compliance tactics and techniques","2024-11-13"
"125040c","1","Handcuffed or flex cuffed","2024-11-13"
"125041c","1","","2024-11-13"
"125042c","1","","2024-11-13"
"125043c","1","Handcuffed or flex cuffed","2024-11-13"
"125043c","2","Firearm pointed at person","2024-11-13"
"125043c","2","Handcuffed or flex cuffed","2024-11-13"
"125043c","1","Firearm pointed at person","2024-11-13"
"125044c","1","","2024-11-13"
"125045c","1","","2024-11-13"
"125046c","1","Firearm pointed at person","2024-11-13"
"125046c","1","Handcuffed or flex cuffed","2024-11-13"
"125046c","1","Firearm unholstered","2024-11-13"
"125047c","1","","2024-11-13"
"125048c","2","","2024-11-13"
"125048c","1","","2024-11-13"
"125049c","1","","2024-11-13"
"125050c","1","","2024-11-13"
"125051c","1","","2024-11-13"
"125052c","1","","2024-11-13"
"125053c","1","","2024-11-13"
"125054c","1","","2024-11-13"
"125055c","1","","2024-11-13"
"125056c","2","","2024-11-13"
"125056c","1","","2024-11-13"
"125056c","3","","2024-11-13"
"125057c","1","","2024-11-13"
"125058c","1","","2024-11-13"
"125059c","1","","2024-11-13"
"125060c","1","","2024-11-13"
"125061c","1","","2024-11-13"
"125062c","1","","2024-11-13"
"125062c","2","","2024-11-13"
"125063c","1","","2024-11-13"
"125064c","1","Handcuffed or flex cuffed","2024-11-13"
"125065c","1","","2024-11-13"
"125066c","2","","2024-11-13"
"125066c","1","","2024-11-13"
"125066c","3","","2024-11-13"
"125067c","1","","2024-11-13"
"125068c","1","","2024-11-13"
"125069c","1","","2024-11-13"
"125070c","1","","2024-11-13"
"125071c","1","","2024-11-13"
"125072c","1","","2024-11-13"
"125073c","1","Handcuffed or flex cuffed","2024-11-13"
"125074c","1","","2024-11-13"
"125075c","1","","2024-11-13"
"125076c","1","","2024-11-13"
"125077c","1","","2024-11-13"
"125078c","1","","2024-11-13"
"125079c","1","Handcuffed or flex cuffed","2024-11-13"
"125080c","1","Handcuffed or flex cuffed","2024-11-13"
"125081c","1","","2024-11-13"
"125081c","2","","2024-11-13"
"125082c","1","","2024-11-13"
"125083c","1","","2024-11-13"
"125084c","1","","2024-11-13"
"125085c","1","","2024-11-13"
"125086c","2","","2024-11-13"
"125086c","5","","2024-11-13"
"125086c","4","","2024-11-13"
"125086c","1","","2024-11-13"
"125086c","3","","2024-11-13"
"125086c","6","","2024-11-13"
"125087c","1","Handcuffed or flex cuffed","2024-11-13"
"125088c","1","","2024-11-13"
"125089c","2","","2024-11-13"
"125089c","1","Handcuffed or flex cuffed","2024-11-13"
"125090c","1","","2024-11-13"
"125091c","1","","2024-11-13"
"125092c","1","","2024-11-13"
"125093c","1","","2024-11-13"
"125094c","1","","2024-11-13"
"125095c","1","","2024-11-13"
"125096c","1","","2024-11-13"
"125097c","1","","2024-11-13"
"125098c","1","","2024-11-13"
"125099c","1","","2024-11-13"
"125100c","1","Handcuffed or flex cuffed","2024-11-13"
"125100c","1","Physical compliance tactics and techniques","2024-11-13"
"125101c","1","","2024-11-13"
"125102c","1","","2024-11-13"
"125103c","2","","2024-11-13"
"125103c","1","Physical compliance tactics and techniques","2024-11-13"
"125104c","1","","2024-11-13"
"125105c","1","Handcuffed or flex cuffed","2024-11-13"
"125106c","1","","2024-11-13"
"125107c","1","","2024-11-13"
"125108c","1","","2024-11-13"
"125109c","1","","2024-11-13"
"125110c","1","Handcuffed or flex cuffed","2024-11-13"
"125111c","1","Handcuffed or flex cuffed","2024-11-13"
"125111c","1","Physical compliance tactics and techniques","2024-11-13"
"125112c","1","","2024-11-13"
"125113c","1","","2024-11-13"
"125114c","2","","2024-11-13"
"125114c","1","","2024-11-13"
"125114c","4","","2024-11-13"
"125114c","3","","2024-11-13"
"125115c","1","","2024-11-13"
"125116c","1","","2024-11-13"
"125117c","1","","2024-11-13"
"125118c","1","","2024-11-13"
"125119c","1","","2024-11-13"
"125119c","2","","2024-11-13"
"125120c","2","","2024-11-13"
"125120c","1","Handcuffed or flex cuffed","2024-11-13"
"125121c","1","","2024-11-13"
"125122c","1","","2024-11-13"
"125123c","1","","2024-11-13"
"125124c","1","","2024-11-13"
"125125c","1","","2024-11-13"
"125126c","1","","2024-11-13"
"125127c","1","","2024-11-13"
"125128c","1","","2024-11-13"
"125129c","3","","2024-11-13"
"125129c","1","","2024-11-13"
"125129c","2","","2024-11-13"
"125130c","1","","2024-11-13"
"125131c","1","","2024-11-13"
"125132c","1","","2024-11-13"
"125133c","1","","2024-11-13"
"125134c","1","","2024-11-13"
"125135c","1","","2024-11-13"
"125136c","1","","2024-11-13"
"125137c","1","","2024-11-13"
"125138c","1","","2024-11-13"
"125139c","2","","2024-11-13"
"125139c","1","","2024-11-13"
"125140c","1","","2024-11-13"
"125141c","1","","2024-11-13"
"125142c","1","","2024-11-13"
"125143c","1","","2024-11-13"
"125144c","1","","2024-11-13"
"125145c","1","","2024-11-13"
"125146c","1","","2024-11-13"
"125147c","1","","2024-11-13"
"125148c","1","","2024-11-13"
"125149c","1","","2024-11-13"
"125150c","1","","2024-11-13"
"125151c","1","","2024-11-13"
"125152c","1","","2024-11-13"
"125153c","1","","2024-11-13"
"125154c","1","","2024-11-13"
"125155c","1","","2024-11-13"
"125156c","1","","2024-11-13"
"125157c","1","","2024-11-13"
"125158c","1","","2024-11-13"
"125159c","1","Handcuffed or flex cuffed","2024-11-13"
"125160c","1","","2024-11-13"
"125161c","1","","2024-11-13"
"125162c","1","Handcuffed or flex cuffed","2024-11-13"
"125163c","1","","2024-11-13"
"125164c","2","","2024-11-13"
"125164c","1","","2024-11-13"
"125165c","1","","2024-11-13"
"125166c","1","","2024-11-13"
"125167c","1","Handcuffed or flex cuffed","2024-11-13"
"125168c","1","","2024-11-13"
"125169c","1","","2024-11-13"
"125170c","1","","2024-11-13"
"125171c","1","","2024-11-13"
"125172c","1","","2024-11-13"
"125173c","2","","2024-11-13"
"125173c","1","","2024-11-13"
"125174c","1","","2024-11-13"
"125175c","1","","2024-11-13"
"125176c","1","","2024-11-13"
"125177c","4","","2024-11-13"
"125177c","3","","2024-11-13"
"125177c","1","","2024-11-13"
"125177c","2","","2024-11-13"
"125178c","1","","2024-11-13"
"125179c","1","","2024-11-13"
"125180c","1","","2024-11-13"
"125181c","1","","2024-11-13"
"125182c","1","","2024-11-13"
"125183c","1","","2024-11-13"
"125184c","1","","2024-11-13"
"125185c","1","","2024-11-13"
"125186c","1","","2024-11-13"
"125187c","1","","2024-11-13"
"125187c","2","","2024-11-13"
"125188c","1","","2024-11-13"
"125189c","1","","2024-11-13"
"125190c","1","","2024-11-13"
"125190c","2","","2024-11-13"
"125191c","1","","2024-11-13"
"125192c","2","","2024-11-13"
"125192c","1","","2024-11-13"
"125193c","1","","2024-11-13"
"125194c","2","","2024-11-13"
"125194c","1","","2024-11-13"
"125195c","1","","2024-11-13"
"125195c","2","","2024-11-13"
"125196c","1","","2024-11-13"
"125197c","1","","2024-11-13"
"125198c","1","","2024-11-13"
"125199c","1","","2024-11-13"
"125200c","1","","2024-11-13"
"125201c","1","","2024-11-13"
"125202c","1","","2024-11-13"
"125203c","1","","2024-11-13"
"125204c","1","","2024-11-13"
"125205c","2","","2024-11-13"
"125205c","1","","2024-11-13"
"125206c","1","","2024-11-13"
"125207c","1","","2024-11-13"
"125208c","1","","2024-11-13"
"125209c","1","","2024-11-13"
"125210c","1","","2024-11-13"
"125211c","1","","2024-11-13"
"125212c","1","","2024-11-13"
"125213c","1","","2024-11-13"
"125214c","3","","2024-11-13"
"125214c","1","","2024-11-13"
"125214c","2","","2024-11-13"
"125215c","1","","2024-11-13"
"125216c","1","","2024-11-13"
"125217c","1","","2024-11-13"
"125218c","1","","2024-11-13"
"125219c","1","","2024-11-13"
"125220c","1","","2024-11-13"
"125221c","1","","2024-11-13"
"125222c","1","","2024-11-13"
"125223c","1","","2024-11-13"
"125224c","1","Handcuffed or flex cuffed","2024-11-13"
"125225c","1","","2024-11-13"
"125226c","1","","2024-11-13"
"125227c","1","","2024-11-13"
"125228c","1","","2024-11-13"
"125229c","1","Peace officer's canine bit or held person","2024-11-13"
"125230c","1","Physical compliance tactics and techniques","2024-11-13"
"125231c","1","","2024-11-13"
"125232c","1","","2024-11-13"
"125233c","1","","2024-11-13"
"125234c","1","","2024-11-13"
"125235c","1","","2024-11-13"
"125236c","1","","2024-11-13"
"125237c","1","","2024-11-13"
"125238c","1","","2024-11-13"
"125239c","1","","2024-11-13"
"125240c","1","","2024-11-13"
"125241c","1","","2024-11-13"
"125242c","1","","2024-11-13"
"125243c","1","","2024-11-13"
"125244c","1","","2024-11-13"
"125245c","1","Handcuffed or flex cuffed","2024-11-13"
"125246c","2","","2024-11-13"
"125246c","3","","2024-11-13"
"125246c","1","Handcuffed or flex cuffed","2024-11-13"
"125247c","1","Handcuffed or flex cuffed","2024-11-13"
"125248c","1","","2024-11-13"
"125249c","1","","2024-11-13"
"125250c","1","","2024-11-13"
"125251c","1","","2024-11-13"
"125252c","1","","2024-11-13"
"125253c","1","","2024-11-13"
"125254c","1","","2024-11-13"
"125255c","1","","2024-11-13"
"125256c","1","","2024-11-13"
"125257c","1","","2024-11-13"
"125258c","1","","2024-11-13"
"125259c","1","","2024-11-13"
"125260c","1","","2024-11-13"
"125261c","1","","2024-11-13"
"125262c","1","","2024-11-13"
"125263c","1","","2024-11-13"
"125264c","1","","2024-11-13"
"125265c","1","","2024-11-13"
"125266c","1","Handcuffed or flex cuffed","2024-11-13"
"125267c","1","","2024-11-13"
"125268c","1","","2024-11-13"
"125269c","1","","2024-11-13"
"125270c","1","","2024-11-13"
"125271c","1","","2024-11-13"
"125272c","1","Handcuffed or flex cuffed","2024-11-13"
"125273c","1","","2024-11-13"
"125274c","1","Physical compliance tactics and techniques","2024-11-13"
"125274c","1","Handcuffed or flex cuffed","2024-11-13"
"125275c","1","","2024-11-13"
"125276c","1","","2024-11-13"
"125277c","1","Handcuffed or flex cuffed","2024-11-13"
"125277c","2","Handcuffed or flex cuffed","2024-11-13"
"125278c","1","Handcuffed or flex cuffed","2024-11-13"
"125279c","1","","2024-11-13"
"125280c","1","","2024-11-13"
"125281c","1","","2024-11-13"
"125282c","2","","2024-11-13"
"125282c","1","","2024-11-13"
"125283c","1","","2024-11-13"
"125284c","1","","2024-11-13"
"125285c","1","","2024-11-13"
"125286c","1","","2024-11-13"
"125287c","1","","2024-11-13"
"125288c","1","","2024-11-13"
"125289c","1","","2024-11-13"
"125290c","1","","2024-11-13"
"125291c","1","","2024-11-13"
"125292c","1","","2024-11-13"
"125293c","1","","2024-11-13"
"125294c","1","","2024-11-13"
"125295c","1","","2024-11-13"
"125296c","1","","2024-11-13"
"125297c","1","","2024-11-13"
"125298c","1","","2024-11-13"
"125299c","1","","2024-11-13"
"125300c","1","","2024-11-13"
"125300c","2","","2024-11-13"
"125301c","1","Handcuffed or flex cuffed","2024-11-13"
"125302c","1","","2024-11-13"
"125303c","1","Firearm unholstered","2024-11-13"
"125303c","1","Handcuffed or flex cuffed","2024-11-13"
"125303c","1","Firearm pointed at person","2024-11-13"
"125304c","1","","2024-11-13"
"125305c","1","","2024-11-13"
"125306c","1","","2024-11-13"
"125307c","1","","2024-11-13"
"125308c","1","","2024-11-13"
"125309c","1","","2024-11-13"
"125310c","1","","2024-11-13"
"125311c","1","","2024-11-13"
"125312c","1","","2024-11-13"
"125313c","1","","2024-11-13"
"125314c","1","","2024-11-13"
"125315c","2","","2024-11-13"
"125315c","1","","2024-11-13"
"125316c","1","","2024-11-13"
"125317c","1","","2024-11-13"
"125318c","1","","2024-11-13"
"125319c","1","","2024-11-13"
"125320c","1","","2024-11-13"
"125321c","1","","2024-11-13"
"125321c","2","","2024-11-13"
"125321c","5","","2024-11-13"
"125321c","4","","2024-11-13"
"125321c","6","","2024-11-13"
"125321c","3","","2024-11-13"
"125321c","8","","2024-11-13"
"125321c","7","","2024-11-13"
"125322c","1","","2024-11-13"
"125323c","1","","2024-11-13"
"125324c","1","","2024-11-13"
"125325c","1","","2024-11-13"
"125326c","1","","2024-11-13"
"125327c","1","","2024-11-13"
"125328c","1","","2024-11-13"
"125329c","1","","2024-11-13"
"125330c","1","","2024-11-13"
"125331c","1","","2024-11-13"
"125332c","1","","2024-11-13"
"125333c","1","","2024-11-13"
"125334c","1","","2024-11-13"
"125335c","1","","2024-11-13"
"125336c","1","","2024-11-13"
"125337c","1","","2024-11-13"
"125338c","1","","2024-11-13"
"125339c","1","","2024-11-13"
"125340c","1","","2024-11-13"
"125341c","1","Handcuffed or flex cuffed","2024-11-13"
"125341c","1","Physical compliance tactics and techniques","2024-11-13"
"125342c","1","","2024-11-13"
"125342c","2","","2024-11-13"
"125343c","1","","2024-11-13"
"125344c","1","","2024-11-13"
"125345c","1","","2024-11-13"
"125346c","1","","2024-11-13"
"125347c","1","","2024-11-13"
"125348c","1","","2024-11-13"
"125349c","1","","2024-11-13"
"125350c","1","","2024-11-13"
"125351c","1","","2024-11-13"
"125352c","1","","2024-11-13"
"125353c","1","","2024-11-13"
"125354c","1","","2024-11-13"
"125355c","1","","2024-11-13"
"125356c","1","","2024-11-13"
"125357c","1","","2024-11-13"
"125358c","1","","2024-11-13"
"125359c","1","","2024-11-13"
"125360c","1","","2024-11-13"
"125361c","2","Handcuffed or flex cuffed","2024-11-13"
"125361c","1","Handcuffed or flex cuffed","2024-11-13"
"125362c","2","","2024-11-13"
"125362c","1","Firearm pointed at person","2024-11-13"
"125362c","1","Handcuffed or flex cuffed","2024-11-13"
"125363c","1","","2024-11-13"
"125364c","1","","2024-11-13"
"125365c","1","","2024-11-13"
"125366c","1","","2024-11-13"
"125367c","1","Firearm pointed at person","2024-11-13"
"125367c","1","Peace officer's canine removed from patrol vehicle to gain compliance and/or for purposes of apprehending stopped person","2024-11-13"
"125367c","1","Handcuffed or flex cuffed","2024-11-13"
"125367c","1","Impact projectile weapon pointed at person","2024-11-13"
"125367c","1","Firearm unholstered","2024-11-13"
"125368c","1","","2024-11-13"
"125369c","1","","2024-11-13"
"125370c","1","Handcuffed or flex cuffed","2024-11-13"
"125371c","1","","2024-11-13"
"125372c","1","","2024-11-13"
"125373c","1","","2024-11-13"
"125374c","1","","2024-11-13"
"125375c","1","","2024-11-13"
"125376c","1","","2024-11-13"
"125377c","2","","2024-11-13"
"125377c","1","","2024-11-13"
"125378c","1","","2024-11-13"
"125379c","1","","2024-11-13"
"125380c","1","Firearm pointed at person","2024-11-13"
"125380c","1","Firearm unholstered","2024-11-13"
"125380c","1","Handcuffed or flex cuffed","2024-11-13"
"125381c","1","","2024-11-13"
"125382c","1","","2024-11-13"
"125383c","1","","2024-11-13"
"125384c","1","","2024-11-13"
"125385c","1","","2024-11-13"
"125386c","1","","2024-11-13"
"125387c","1","","2024-11-13"
"125388c","1","","2024-11-13"
"125389c","1","","2024-11-13"
"125390c","1","Handcuffed or flex cuffed","2024-11-13"
"125391c","1","","2024-11-13"
"125392c","1","","2024-11-13"
"125393c","1","","2024-11-13"
"125394c","1","","2024-11-13"
"125395c","1","","2024-11-13"
"125396c","1","","2024-11-13"
"125397c","1","","2024-11-13"
"125398c","1","","2024-11-13"
"125399c","1","","2024-11-13"
"125400c","1","","2024-11-13"
"125401c","1","","2024-11-13"
"125402c","1","","2024-11-13"
"125403c","1","","2024-11-13"
"125404c","1","","2024-11-13"
"125405c","1","","2024-11-13"
"125406c","1","","2024-11-13"
"125407c","1","Handcuffed or flex cuffed","2024-11-13"
"125408c","1","","2024-11-13"
"125409c","2","","2024-11-13"
"125409c","1","","2024-11-13"
"125409c","3","","2024-11-13"
"125410c","1","","2024-11-13"
"125411c","1","","2024-11-13"
"125412c","1","","2024-11-13"
"125413c","1","","2024-11-13"
"125414c","1","","2024-11-13"
"125415c","1","","2024-11-13"
"125416c","2","Handcuffed or flex cuffed","2024-11-13"
"125416c","1","Handcuffed or flex cuffed","2024-11-13"
"125417c","1","","2024-11-13"
"125418c","1","Handcuffed or flex cuffed","2024-11-13"
"125419c","1","Handcuffed or flex cuffed","2024-11-13"
"125419c","2","Handcuffed or flex cuffed","2024-11-13"
"125420c","1","","2024-11-13"
"125421c","1","","2024-11-13"
"125422c","1","","2024-11-13"
"125423c","1","","2024-11-13"
"125424c","1","","2024-11-13"
"125425c","1","","2024-11-13"
"125426c","1","","2024-11-13"
"125427c","1","","2024-11-13"
"125428c","1","","2024-11-13"
"125429c","1","","2024-11-13"
"125430c","1","","2024-11-13"
"125431c","1","","2024-11-13"
"125432c","1","","2024-11-13"
"125433c","1","","2024-11-13"
"125434c","1","","2024-11-13"
"125435c","1","","2024-11-13"
"125436c","1","","2024-11-13"
"125437c","1","","2024-11-13"
"125438c","1","Handcuffed or flex cuffed","2024-11-13"
"125439c","1","","2024-11-13"
"125440c","1","","2024-11-13"
"125441c","1","Handcuffed or flex cuffed","2024-11-13"
"125442c","1","Handcuffed or flex cuffed","2024-11-13"
"125443c","1","","2024-11-13"
"125444c","1","","2024-11-13"
"125445c","1","","2024-11-13"
"125446c","1","","2024-11-13"
"125447c","1","","2024-11-13"
"125448c","1","","2024-11-13"
"125449c","1","","2024-11-13"
"125450c","1","","2024-11-13"
"125451c","1","","2024-11-13"
"125452c","1","","2024-11-13"
"125453c","1","","2024-11-13"
"125454c","1","","2024-11-13"
"125455c","1","","2024-11-13"
"125456c","1","","2024-11-13"
"125457c","1","","2024-11-13"
"125458c","1","","2024-11-13"
"125459c","3","Firearm pointed at person","2024-11-13"
"125459c","1","Firearm pointed at person","2024-11-13"
"125459c","2","Firearm pointed at person","2024-11-13"
"125460c","1","","2024-11-13"
"125461c","1","","2024-11-13"
"125462c","1","","2024-11-13"
"125463c","1","Handcuffed or flex cuffed","2024-11-13"
"125464c","1","","2024-11-13"
"125465c","1","","2024-11-13"
"125466c","1","Handcuffed or flex cuffed","2024-11-13"
"125467c","1","","2024-11-13"
"125468c","1","","2024-11-13"
"125469c","1","","2024-11-13"
"125470c","1","","2024-11-13"
"125471c","1","","2024-11-13"
"125472c","1","","2024-11-13"
"125473c","1","","2024-11-13"
"125474c","1","","2024-11-13"
"125475c","1","","2024-11-13"
"125476c","1","","2024-11-13"
"125477c","1","","2024-11-13"
"125478c","1","","2024-11-13"
"125479c","1","","2024-11-13"
"125480c","1","","2024-11-13"
"125481c","1","","2024-11-13"
"125482c","1","","2024-11-13"
"125483c","1","","2024-11-13"
"125484c","1","","2024-11-13"
"125485c","1","","2024-11-13"
"125486c","2","","2024-11-13"
"125486c","1","","2024-11-13"
"125487c","1","Physical compliance tactics and techniques","2024-11-13"
"125488c","1","Physical compliance tactics and techniques","2024-11-13"
"125488c","1","Handcuffed or flex cuffed","2024-11-13"
"125489c","1","","2024-11-13"
"125490c","2","","2024-11-13"
"125490c","1","","2024-11-13"
"125491c","1","","2024-11-13"
"125492c","1","","2024-11-13"
"125493c","1","","2024-11-13"
"125494c","1","","2024-11-13"
"125495c","1","","2024-11-13"
"125496c","1","","2024-11-13"
"125497c","1","","2024-11-13"
"125498c","1","","2024-11-13"
"125499c","1","","2024-11-13"
"125500c","1","","2024-11-13"
"125501c","1","","2024-11-13"
"125502c","1","","2024-11-13"
"125503c","1","","2024-11-13"
"125504c","1","Handcuffed or flex cuffed","2024-11-13"
"125505c","1","","2024-11-13"
"125506c","1","Handcuffed or flex cuffed","2024-11-13"
"125507c","1","","2024-11-13"
"125508c","1","","2024-11-13"
"125509c","1","","2024-11-13"
"125510c","1","","2024-11-13"
"125511c","1","","2024-11-13"
"125512c","1","","2024-11-13"
"125513c","1","","2024-11-13"
"125514c","1","Handcuffed or flex cuffed","2024-11-13"
"125515c","1","","2024-11-13"
"125515c","2","","2024-11-13"
"125516c","1","","2024-11-13"
"125517c","1","","2024-11-13"
"125518c","1","","2024-11-13"
"125519c","1","","2024-11-13"
"125520c","1","","2024-11-13"
"125521c","1","","2024-11-13"
"125522c","1","","2024-11-13"
"125523c","1","","2024-11-13"
"125524c","1","Physical compliance tactics and techniques","2024-11-13"
"125524c","1","Handcuffed or flex cuffed","2024-11-13"
"125525c","1","","2024-11-13"
"125526c","1","","2024-11-13"
"125527c","1","","2024-11-13"
"125528c","1","","2024-11-13"
"125529c","1","","2024-11-13"
"125530c","1","","2024-11-13"
"125531c","1","","2024-11-13"
"125532c","2","","2024-11-13"
"125532c","1","","2024-11-13"
"125533c","1","","2024-11-13"
"125534c","1","","2024-11-13"
"125535c","1","","2024-11-13"
"125536c","1","","2024-11-13"
"125537c","1","","2024-11-13"
"125537c","2","","2024-11-13"
"125538c","1","","2024-11-13"
"125539c","1","","2024-11-13"
"125540c","1","","2024-11-13"
"125541c","1","","2024-11-13"
"125542c","1","Handcuffed or flex cuffed","2024-11-13"
"125543c","1","Handcuffed or flex cuffed","2024-11-13"
"125544c","1","","2024-11-13"
"125545c","1","","2024-11-13"
"125546c","1","","2024-11-13"
"125547c","1","","2024-11-13"
"125548c","1","","2024-11-13"
"125549c","1","","2024-11-13"
"125550c","1","","2024-11-13"
"125551c","1","","2024-11-13"
"125552c","1","","2024-11-13"
"125553c","1","Handcuffed or flex cuffed","2024-11-13"
"125553c","2","Handcuffed or flex cuffed","2024-11-13"
"125554c","1","","2024-11-13"
"125555c","1","","2024-11-13"
"125556c","1","","2024-11-13"
"125557c","1","","2024-11-13"
"125558c","1","Handcuffed or flex cuffed","2024-11-13"
"125558c","2","","2024-11-13"
"125559c","1","","2024-11-13"
"125560c","1","","2024-11-13"
"125561c","3","Handcuffed or flex cuffed","2024-11-13"
"125561c","1","Handcuffed or flex cuffed","2024-11-13"
"125561c","2","Handcuffed or flex cuffed","2024-11-13"
"125562c","1","","2024-11-13"
"125563c","1","","2024-11-13"
"125564c","2","","2024-11-13"
"125564c","1","","2024-11-13"
"125564c","3","","2024-11-13"
"125564c","4","","2024-11-13"
"125565c","1","","2024-11-13"
"125566c","1","","2024-11-13"
"125567c","1","Handcuffed or flex cuffed","2024-11-13"
"125567c","1","Physical compliance tactics and techniques","2024-11-13"
"125568c","1","","2024-11-13"
"125569c","1","","2024-11-13"
"125570c","1","","2024-11-13"
"125571c","1","","2024-11-13"
"125572c","1","","2024-11-13"
"125573c","1","","2024-11-13"
"125574c","1","","2024-11-13"
"125575c","1","","2024-11-13"
"125576c","1","","2024-11-13"
"125577c","1","","2024-11-13"
"125578c","1","","2024-11-13"
"125579c","1","","2024-11-13"
"125580c","1","","2024-11-13"
"125581c","1","","2024-11-13"
"125582c","2","","2024-11-13"
"125582c","1","","2024-11-13"
"125583c","1","","2024-11-13"
"125584c","1","","2024-11-13"
"125584c","2","","2024-11-13"
"125585c","1","","2024-11-13"
"125586c","1","","2024-11-13"
"125587c","1","","2024-11-13"
"125588c","1","","2024-11-13"
"125589c","1","","2024-11-13"
"125590c","1","","2024-11-13"
"125591c","1","","2024-11-13"
"125592c","2","","2024-11-13"
"125592c","1","","2024-11-13"
"125592c","3","","2024-11-13"
"125592c","4","","2024-11-13"
"125593c","1","","2024-11-13"
"125594c","1","","2024-11-13"
"125595c","1","","2024-11-13"
"125596c","1","","2024-11-13"
"125597c","1","Handcuffed or flex cuffed","2024-11-13"
"125598c","1","Physical compliance tactics and techniques","2024-11-13"
"125599c","1","","2024-11-13"
"125600c","1","","2024-11-13"
"125601c","3","","2024-11-13"
"125601c","1","","2024-11-13"
"125601c","2","","2024-11-13"
"125602c","1","","2024-11-13"
"125603c","1","","2024-11-13"
"125604c","1","","2024-11-13"
"125605c","1","Handcuffed or flex cuffed","2024-11-13"
"125606c","1","","2024-11-13"
"125607c","1","","2024-11-13"
"125608c","1","","2024-11-13"
"125609c","1","","2024-11-13"
"125610c","1","","2024-11-13"
"125611c","1","","2024-11-13"
"125612c","1","","2024-11-13"
"125613c","1","","2024-11-13"
"125614c","1","","2024-11-13"
"125615c","1","","2024-11-13"
"125616c","1","","2024-11-13"
"125617c","1","","2024-11-13"
"125618c","1","","2024-11-13"
"125619c","1","","2024-11-13"
"125620c","1","","2024-11-13"
"125621c","1","","2024-11-13"
"125622c","2","","2024-11-13"
"125622c","1","","2024-11-13"
"125622c","4","","2024-11-13"
"125622c","3","","2024-11-13"
"125623c","1","","2024-11-13"
"125624c","1","Handcuffed or flex cuffed","2024-11-13"
"125625c","1","","2024-11-13"
"125626c","1","","2024-11-13"
"125627c","1","","2024-11-13"
"125628c","1","","2024-11-13"
"125629c","1","","2024-11-13"
"125630c","1","","2024-11-13"
"125631c","1","","2024-11-13"
"125632c","1","","2024-11-13"
"125633c","1","","2024-11-13"
"125634c","1","","2024-11-13"
"125635c","1","","2024-11-13"
"125636c","1","","2024-11-13"
"125637c","1","","2024-11-13"
"125638c","1","","2024-11-13"
"125639c","1","","2024-11-13"
"125640c","1","","2024-11-13"
"125641c","1","","2024-11-13"
"125642c","1","","2024-11-13"
"125643c","1","","2024-11-13"
"125644c","1","","2024-11-13"
"125645c","1","","2024-11-13"
"125646c","1","","2024-11-13"
"125647c","1","","2024-11-13"
"125648c","1","","2024-11-13"
"125649c","1","","2024-11-13"
"125650c","1","","2024-11-13"
"125651c","1","","2024-11-13"
"125652c","1","","2024-11-13"
"125653c","1","","2024-11-13"
"125654c","1","","2024-11-13"
"125655c","1","","2024-11-13"
"125656c","1","Handcuffed or flex cuffed","2024-11-13"
"125657c","1","Handcuffed or flex cuffed","2024-11-13"
"125657c","1","Physical compliance tactics and techniques","2024-11-13"
"125657c","2","Handcuffed or flex cuffed","2024-11-13"
"125657c","2","Person removed from vehicle by physical contact","2024-11-13"
"125657c","2","Physical compliance tactics and techniques","2024-11-13"
"125658c","1","","2024-11-13"
